unit_index,layer,channel,description,is_text_neuron
308,features.2,52,White spots,False
309,features.2,53,Words and outlines of objects,True
310,features.2,54,Small white dots,False
311,features.2,55,Blue objects,False
312,features.2,56,Words,True
313,features.2,57,Horizontal lines,False
314,features.2,58,Spots of the color white,False
315,features.2,59,White dots outlining objects,False
316,features.2,60,Horizontal lines,False
317,features.2,61,White lines,False
318,features.2,62,Green and blue objects,False
319,features.2,63,Words,True
320,features.21,0,Words,True
321,features.21,1,Words,True
322,features.21,2,White backgrounds,False
323,features.21,3,The area above a object,False
324,features.21,4,Signs,False
325,features.21,5,Blue sky,False
326,features.21,6,Dog heads,False
327,features.21,7,Edges,False
328,features.21,8,Horizontal lines,False
329,features.21,9,Words,True
330,features.21,10,Edges of objects,False
331,features.21,11,Edges,False
332,features.21,12,Words,True
333,features.21,13,White backgrounds,False
334,features.21,14,Words,True
335,features.21,15,Edges,False
336,features.21,16,White backgrounds,False
337,features.21,17,Dots,False
338,features.21,18,Dots on the corners,False
339,features.21,19,Words,True
340,features.21,20,Edges,False
341,features.21,21,Spots of the color white,False
342,features.21,22,Words,True
343,features.21,23,Words,True
344,features.21,24,Vertical lines,False
345,features.21,25,Edges,False
346,features.21,26,Horizontal lines,False
347,features.21,27,Words,True
348,features.21,28,White backgrounds,False
349,features.21,29,Spots of the color white,False
350,features.21,30,Blue areas in pictures,False
351,features.21,31,The left side of the object,False
352,features.21,32,Words,True
353,features.21,33,Words,True
354,features.21,34,The sky,False
355,features.21,35,The area above a object,False
356,features.21,36,White backgrounds,False
357,features.21,37,The left side of objects,False
358,features.21,38,Words,True
359,features.21,39,White backgrounds,False
360,features.21,40,Words,True
361,features.21,41,Blue sky,False
362,features.21,42,Words,True
363,features.21,43,The sky,False
364,features.21,44,Words,True
365,features.21,45,Blue sky,False
366,features.21,46,Edges,False
367,features.21,47,Words,True
368,features.21,48,Blue skies,False
369,features.21,49,White boarders,False
370,features.21,50,Vertical lines,False
371,features.21,51,Words,True
372,features.21,52,Pale areas,False
373,features.21,53,The color white,False
374,features.21,54,The sky,False
375,features.21,55,The area above a object,False
376,features.21,56,Words,True
377,features.21,57,Words,True
378,features.21,58,Words,True
379,features.21,59,The area above a object,False
380,features.21,60,Edges,False
381,features.21,61,The sky,False
382,features.21,62,Text,True
383,features.21,63,Edges,False
384,features.21,64,Words,True
385,features.21,65,The area above a object,False
386,features.21,66,Words,True
387,features.21,67,Horizontal lines,False
388,features.21,68,Words,True
389,features.21,69,Words and letters,True
390,features.21,70,Small white areas,False
391,features.21,71,Words,True
392,features.21,72,Words,True
393,features.21,73,Blue sky,False
394,features.21,74,African animals,False
395,features.21,75,Words,True
396,features.21,76,Pale areas,False
397,features.21,77,White backgrounds,False
398,features.21,78,The left side of the object,False
399,features.21,79,White lines,False
400,features.21,80,Words,True
401,features.21,81,Spots of the color white,False
402,features.21,82,Red and white colored objects,False
403,features.21,83,Horizontal lines,False
404,features.21,84,Edges,False
405,features.21,85,Horizontal lines,False
406,features.21,86,Pale areas,False
407,features.21,87,Blue sky,False
408,features.21,88,Blue areas in pictures,False
409,features.21,89,Dots on the corners,False
410,features.21,90,Words and letters,True
411,features.21,91,Words,True
412,features.21,92,Words,True
413,features.21,93,Blue and white spots,False
414,features.21,94,Words,True
415,features.21,95,Edges,False
416,features.21,96,Edges,False
417,features.21,97,Pale areas,False
418,features.21,98,Vertical lines,False
419,features.21,99,Words,True
420,features.21,100,Horizontal lines,False
421,features.21,101,Spots of the color white,False
422,features.21,102,White backgrounds,False
423,features.21,103,The top and bottom of objects,False
424,features.21,104,Red and white colored objects,False
425,features.21,105,Horizontal lines,False
426,features.21,106,White backgrounds,False
427,features.21,107,Blue sky,False
428,features.21,108,Horizontal lines,False
429,features.21,109,White backgrounds,False
430,features.21,110,Horizontal lines,False
431,features.21,111,Words,True
432,features.21,112,Edges,False
433,features.21,113,Words,True
434,features.21,114,Horizontal lines,False
435,features.21,115,Blue sky,False
436,features.21,116,The area above a object,False
437,features.21,117,Words,True
438,features.21,118,White backgrounds,False
439,features.21,119,Blue sky,False
440,features.21,120,The sky,False
441,features.21,121,Blue areas in pictures,False
442,features.21,122,The blue sky,False
443,features.21,123,Blue sky,False
444,features.21,124,Edges,False
445,features.21,125,Words,True
446,features.21,126,Yellow objects,False
447,features.21,127,Edges,False
448,features.21,128,Words,True
449,features.21,129,Edges,False
450,features.21,130,White backgrounds,False
451,features.21,131,The left side of the object,False
452,features.21,132,Blue and white spots,False
453,features.21,133,Words,True
454,features.21,134,The left side,False
455,features.21,135,The edges of things,False
456,features.21,136,The left side of the object,False
457,features.21,137,Words,True
458,features.21,138,White colored objects,False
459,features.21,139,Words,True
460,features.21,140,Words,True
461,features.21,141,Words,True
462,features.21,142,Pale areas,False
463,features.21,143,White outlines of objects,False
464,features.21,144,Words,True
465,features.21,145,The left side of the object,False
466,features.21,146,Words,True
467,features.21,147,Edges,False
468,features.21,148,White areas,False
469,features.21,149,The top blue sky,False
470,features.21,150,Words,True
471,features.21,151,The sky,False
472,features.21,152,Words,True
473,features.21,153,Horizontal lines,False
474,features.21,154,White backgrounds,False
475,features.21,155,Edges of objects,False
476,features.21,156,Horizontal lines,False
477,features.21,157,Horizontal lines,False
478,features.21,158,The sky,False
479,features.21,159,White backgrounds,False
480,features.21,160,Blue sky,False
481,features.21,161,Edges,False
482,features.21,162,White backgrounds,False
483,features.21,163,Words,True
484,features.21,164,Words,True
485,features.21,165,The blue sky,False
486,features.21,166,Spots of the color white,False
487,features.21,167,Words,True
488,features.21,168,Words,True
489,features.21,169,Words,True
490,features.21,170,White backgrounds,False
491,features.21,171,Words,True
492,features.21,172,The left side of the object,False
493,features.21,173,Edges,False
494,features.21,174,The area above a object,False
495,features.21,175,Words,True
496,features.21,176,The top and bottom of objects,False
497,features.21,177,Words,True
498,features.21,178,Words,True
499,features.21,179,Edges,False
500,features.21,180,Pale areas,False
501,features.21,181,Words,True
502,features.21,182,Edges,False
503,features.21,183,Edges,False
504,features.21,184,Pink colored objects,False
505,features.21,185,Blue sky,False
506,features.21,186,Edges,False
507,features.21,187,Horizontal lines,False
508,features.21,188,Edges,False
509,features.21,189,Words,True
510,features.21,190,Pale areas,False
511,features.21,191,White backgrounds,False
512,features.21,192,The area above a object,False
513,features.21,193,Spots of the color white,False
514,features.21,194,Words and letters,True
515,features.21,195,Words,True
516,features.21,196,Words,True
517,features.21,197,Edges,False
518,features.21,198,The area above a object,False
519,features.21,199,Edges of objects,False
520,features.21,200,Text,True
521,features.21,201,The tops of buildings,False
522,features.21,202,Edges,False
523,features.21,203,White backgrounds,False
524,features.21,204,Edges,False
525,features.21,205,Blue sky,False
526,features.21,206,White backgrounds,False
527,features.21,207,Words,True
528,features.21,208,The left side,False
529,features.21,209,Horizontal lines,False
530,features.21,210,White areas,False
531,features.21,211,Words,True
532,features.21,212,Vertical lines,False
533,features.21,213,Words,True
534,features.21,214,Words,True
535,features.21,215,Horizontal lines,False
536,features.21,216,Blue dots,False
537,features.21,217,The area above a object,False
538,features.21,218,Blue and white spots,False
539,features.21,219,Text,True
540,features.21,220,The left side of the object,False
541,features.21,221,Edges,False
542,features.21,222,Words,True
543,features.21,223,Grass,False
544,features.21,224,Horizontal lines,False
545,features.21,225,Words,True
546,features.21,226,The area above a object,False
547,features.21,227,Edges,False
548,features.21,228,Words,True
549,features.21,229,Red and white colored objects,False
550,features.21,230,Words,True
551,features.21,231,The left side of the object,False
552,features.21,232,Edges,False
553,features.21,233,Grass,False
554,features.21,234,Edges,False
555,features.21,235,Words,True
556,features.21,236,Words,True
557,features.21,237,Words,True
558,features.21,238,Words,True
559,features.21,239,The left side of the object,False
560,features.21,240,White backgrounds,False
561,features.21,241,Words,True
562,features.21,242,Words,True
563,features.21,243,Words,True
564,features.21,244,Edges,False
565,features.21,245,Blue skies,False
566,features.21,246,Words and letters,True
567,features.21,247,Vertical lines,False
568,features.21,248,Words,True
569,features.21,249,The left side of the object,False
570,features.21,250,White lines,False
571,features.21,251,The area above a object,False
572,features.21,252,Edges,False
573,features.21,253,Blue sky,False
574,features.21,254,White backgrounds,False
575,features.21,255,Monkeys,False
576,features.21,256,Horizontal lines,False
577,features.21,257,Words,True
578,features.21,258,Edges of objects,False
579,features.21,259,White backgrounds,False
580,features.21,260,The area above a object,False
581,features.21,261,Spots of the color white,False
582,features.21,262,Edges,False
583,features.21,263,Words,True
584,features.21,264,The left side of the object,False
585,features.21,265,Words,True
586,features.21,266,The left side of the object,False
587,features.21,267,Words,True
588,features.21,268,The area above a object,False
589,features.21,269,Blue sky,False
590,features.21,270,White backgrounds,False
591,features.21,271,White backgrounds,False
592,features.21,272,Words,True
593,features.21,273,White backgrounds,False
594,features.21,274,The blue sky,False
595,features.21,275,Blue skies,False
596,features.21,276,White backgrounds,False
597,features.21,277,The area under a object,False
598,features.21,278,White backgrounds,False
599,features.21,279,Words,True
600,features.21,280,Blue sky,False
601,features.21,281,Words,True
602,features.21,282,The left side of the object,False
603,features.21,283,The blue sky,False
604,features.21,284,Words,True
605,features.21,285,Edges,False
606,features.21,286,Words,True
607,features.21,287,Horizontal lines,False
608,features.21,288,White lettering,True
609,features.21,289,Spots of the color white,False
610,features.21,290,Words,True
611,features.21,291,Blue sky,False
612,features.21,292,Red and blue dots,False
613,features.21,293,Blue sky,False
614,features.21,294,Blue and white areas,False
615,features.21,295,Blue and white spots,False
616,features.21,296,Signs,False
617,features.21,297,Words,True
618,features.21,298,Words,True
619,features.21,299,Red and white colored objects,False
620,features.21,300,Spots of the color white,False
621,features.21,301,The left side of objects,False
622,features.21,302,Words,True
623,features.21,303,Edges,False
624,features.21,304,Blue sky,False
625,features.21,305,Edges,False
626,features.21,306,Text,True
627,features.21,307,The area under a object,False
628,features.21,308,Words,True
629,features.21,309,Words,True
630,features.21,310,Words,True
631,features.21,311,The left side of the object,False
632,features.21,312,Blue sky,False
633,features.21,313,White backgrounds,False
634,features.21,314,Edges,False
635,features.21,315,The color green,False
636,features.21,316,White backgrounds,False
637,features.21,317,Horizontal lines,False
638,features.21,318,Sharks and white lettering,True
639,features.21,319,White backgrounds,False
640,features.21,320,The right side,False
641,features.21,321,Words,True
642,features.21,322,Edges,False
643,features.21,323,Words and letters,True
644,features.21,324,Blue skies,False
645,features.21,325,Words,True
646,features.21,326,Edges,False
647,features.21,327,The left side of the object,False
648,features.21,328,Edges,False
649,features.21,329,White backgrounds,False
650,features.21,330,Words,True
651,features.21,331,The left side of the object,False
652,features.21,332,Edges,False
653,features.21,333,Vertical lines,False
654,features.21,334,Blue skies,False
655,features.21,335,Blue skies,False
656,features.21,336,Words,True
657,features.21,337,Words,True
658,features.21,338,Spots of the color white,False
659,features.21,339,Blue skies,False
660,features.21,340,Green areas in picture,False
661,features.21,341,Dots on the background,False
662,features.21,342,Dots on the corners,False
663,features.21,343,Words,True
664,features.21,344,Words,True
665,features.21,345,Spots of the color white,False
666,features.21,346,Words,True
667,features.21,347,Words,True
668,features.21,348,Words,True
669,features.21,349,Blue sky,False
670,features.21,350,Blue areas in pictures,False
671,features.21,351,Words,True
672,features.21,352,Edges,False
673,features.21,353,Horizontal lines,False
674,features.21,354,Blue sky,False
675,features.21,355,Spots of the color white,False
676,features.21,356,Blue sky,False
677,features.21,357,Blue sky,False
678,features.21,358,Edges,False
679,features.21,359,Words and letters,True
680,features.21,360,Words,True
681,features.21,361,The top,False
682,features.21,362,Yellow objects,False
683,features.21,363,Edges,False
684,features.21,364,Edges,False
685,features.21,365,Edges,False
686,features.21,366,The sky,False
687,features.21,367,Words,True
688,features.21,368,Blue sky,False
689,features.21,369,Vertical lines,False
690,features.21,370,Blue and white spots,False
691,features.21,371,Words,True
692,features.21,372,Words,True
693,features.21,373,Edges,False
694,features.21,374,Edges,False
695,features.21,375,The area under a object,False
696,features.21,376,Edges,False
697,features.21,377,Edges,False
698,features.21,378,The sky,False
699,features.21,379,Edges,False
700,features.21,380,Edges,False
701,features.21,381,Words,True
702,features.21,382,White backgrounds,False
703,features.21,383,White backgrounds,False
704,features.21,384,Words,True
705,features.21,385,Words,True
706,features.21,386,Edges,False
707,features.21,387,Monkeys,False
708,features.21,388,Words,True
709,features.21,389,Blue sky,False
710,features.21,390,Words,True
711,features.21,391,Spots of the color white,False
712,features.21,392,Words,True
713,features.21,393,Edges,False
714,features.21,394,The right side,False
715,features.21,395,White background,False
716,features.21,396,Edges,False
717,features.21,397,Dog heads,False
718,features.21,398,The tops of buildings,False
719,features.21,399,Edges,False
720,features.21,400,Pale areas,False
721,features.21,401,Spots of the color white,False
722,features.21,402,Edges,False
723,features.21,403,Edges,False
724,features.21,404,Words,True
725,features.21,405,The left side,False
726,features.21,406,Horizontal lines,False
727,features.21,407,Words,True
728,features.21,408,White outlines of objects,False
729,features.21,409,Words,True
730,features.21,410,Edges,False
731,features.21,411,Edges of objects,False
732,features.21,412,Edges,False
733,features.21,413,Blue sky,False
734,features.21,414,Edges,False
735,features.21,415,Top of a building,False
736,features.21,416,Blue skies,False
737,features.21,417,White backgrounds,False
738,features.21,418,Edges,False
739,features.21,419,Words,True
740,features.21,420,Edges,False
741,features.21,421,Edges,False
742,features.21,422,Words,True
743,features.21,423,White backgrounds,False
744,features.21,424,Top of a building,False
745,features.21,425,Edges,False
746,features.21,426,Edges,False
747,features.21,427,Edges of objects,False
748,features.21,428,Red and white colored objects,False
749,features.21,429,Words,True
750,features.21,430,Words,True
751,features.21,431,The left side of the object,False
752,features.21,432,The area above a object,False
753,features.21,433,Edges,False
754,features.21,434,Words,True
755,features.21,435,Blue sky,False
756,features.21,436,Yellow objects,False
757,features.21,437,Red and white colored objects,False
758,features.21,438,Blue skies,False
759,features.21,439,The left side,False
760,features.21,440,White backgrounds,False
761,features.21,441,Dog heads,False
762,features.21,442,Letters and numbers and letters,True
763,features.21,443,Green grass,False
764,features.21,444,Blue sky,False
765,features.21,445,The color white,False
766,features.21,446,The sky,False
767,features.21,447,White backgrounds,False
768,features.21,448,Words,True
769,features.21,449,Edges,False
770,features.21,450,The left side,False
771,features.21,451,Vertical lines,False
772,features.21,452,Words,True
773,features.21,453,Words,True
774,features.21,454,Words,True
775,features.21,455,Words,True
776,features.21,456,Edges,False
777,features.21,457,Blue sky,False
778,features.21,458,The left side of objects,False
779,features.21,459,Words,True
780,features.21,460,Words,True
781,features.21,461,Edges,False
782,features.21,462,Blue sky,False
783,features.21,463,Yellow objects,False
784,features.21,464,Edges,False
785,features.21,465,Words,True
786,features.21,466,Edges,False
787,features.21,467,Edges,False
788,features.21,468,White backgrounds,False
789,features.21,469,Words and letters,True
790,features.21,470,Words,True
791,features.21,471,Blue skies,False
792,features.21,472,Words,True
793,features.21,473,Words,True
794,features.21,474,Words,True
795,features.21,475,The area above a object,False
796,features.21,476,The area above a object,False
797,features.21,477,Pale areas,False
798,features.21,478,Edges,False
799,features.21,479,White backgrounds,False
800,features.21,480,Edges of objects,False
801,features.21,481,Edges,False
802,features.21,482,Sharks and white lettering,True
803,features.21,483,White backgrounds,False
804,features.21,484,Pale areas,False
805,features.21,485,Words and signs,True
806,features.21,486,Horizontal lines,False
807,features.21,487,Edges,False
808,features.21,488,The left side of the object,False
809,features.21,489,Horizontal lines,False
810,features.21,490,Edges,False
811,features.21,491,Words,True
812,features.21,492,Sharks and white lettering,True
813,features.21,493,Edges,False
814,features.21,494,Words,True
815,features.21,495,Pale areas,False
816,features.21,496,Words,True
817,features.21,497,Horizontal lines,False
818,features.21,498,Spots of the color white,False
819,features.21,499,Green and blue objects,False
820,features.21,500,The edges of an image,False
821,features.21,501,Words,True
822,features.21,502,Blue sky,False
823,features.21,503,Edges,False
824,features.21,504,Words,True
825,features.21,505,Words,True
826,features.21,506,Words,True
827,features.21,507,Blue skies,False
828,features.21,508,Words,True
829,features.21,509,Words,True
830,features.21,510,Words,True
831,features.21,511,The left side of the object,False
832,features.28,0,Signs,False
833,features.28,1,Black and white colored objects,False
834,features.28,2,Vertical lines,False
835,features.28,3,Words,True
836,features.28,4,The sky,False
837,features.28,5,Red and white colored objects,False
838,features.28,6,Blue sky,False
839,features.28,7,Red and white objects,False
840,features.28,8,People and vehicles,False
841,features.28,9,The left side of the object,False
842,features.28,10,Words,True
843,features.28,11,The right side of the building,False
844,features.28,12,The left side,False
845,features.28,13,Words,True
846,features.28,14,Green grass,False
847,features.28,15,Blue sky,False
848,features.28,16,The left side of the object,False
849,features.28,17,Words,True
850,features.28,18,The sky,False
851,features.28,19,Red colored object with text,True
852,features.28,20,Words,True
853,features.28,21,Signs,False
854,features.28,22,The sky,False
855,features.28,23,The sky,False
856,features.28,24,Words,True
857,features.28,25,Black and white colored objects,False
858,features.28,26,Red colored object with text,True
859,features.28,27,The left side of the object,False
860,features.28,28,Blue sky,False
861,features.28,29,Signs,False
862,features.28,30,The sky,False
863,features.28,31,Signs,False
864,features.28,32,Red colored object with text,True
865,features.28,33,Red colored object with text,True
866,features.28,34,Red and white colored objects,False
867,features.28,35,"The sky, signs, signs, signs, signs, signs, signs,",False
868,features.28,36,Sign boards with text in it,True
869,features.28,37,The area above a object,False
870,features.28,38,Red colored object with text,True
871,features.28,39,Horizontal lines,False
872,features.28,40,Yellow objects,False
873,features.28,41,Words,True
874,features.28,42,Words,True
875,features.28,43,The sky,False
876,features.28,44,Words,True
877,features.28,45,Words,True
878,features.28,46,Signs,False
879,features.28,47,"Person, animal",False
880,features.28,48,Words,True
881,features.28,49,The sky,False
882,features.28,50,The sky and signs,False
883,features.28,51,Red colored object with text,True
884,features.28,52,Words,True
885,features.28,53,Numbers and letters,True
886,features.28,54,White backgrounds,False
887,features.28,55,The sky,False
888,features.28,56,Signs,False
889,features.28,57,Words,True
890,features.28,58,The left side of the object,False
891,features.28,59,Red colored object with text,True
892,features.28,60,Text,True
893,features.28,61,Signs,False
894,features.28,62,Words,True
895,features.28,63,Signs,False
896,features.28,64,White areas,False
897,features.28,65,Rounded objects,False
898,features.28,66,The background,False
899,features.28,67,Blue sky,False
900,features.28,68,The sky,False
901,features.28,69,Signs,False
902,features.28,70,The corners of objects,False
903,features.28,71,People and vehicles,False
904,features.28,72,Red and white colored objects,False
905,features.28,73,Dogs,False
906,features.28,74,Words,True
907,features.28,75,Words,True
908,features.28,76,Words,True
909,features.28,77,Signs,False
910,features.28,78,Edges,False
